id,content
L22_V001/260.jpg,Kinh ngư 19 tuổi Trung Quốc Pan Zhanle phá kỷ lục thế giới ở nội dung bơi tự do 100m
L22_V001/202.jpg,HTV7 HD 18:45:57
L22_V001/237.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE."
L22_V001/273.jpg,"TP.HCM: HAI XE MÁY VA CHẠM, MỘT NGƯỜI TỬ VONG TẠI THÀNH PHỐ THỦ ĐỨC"
L22_V001/286.jpg,HTV7 HD 18:57:50
L22_V001/283.jpg,"NHIỆM NỘI DUNG: NGUYỄN MAI LAN
BIÊN TẬP: MẠNH LINH - NGỌC THỦY - THẢO TRANG"
L22_V001/265.jpg,"40 của kinh ngư người Trung Quốc ở nội dung bơi 100 mét tự do
VĐV Ecuador giành HCV"
L22_V001/289.jpg,"HTV7 HD 18:58:06
TRANG PHỤC: MC FASHION - KHATOCO
TRANG ĐIỂM: THÔNG BẢO
WEBSITE: WWW"
L22_V001/118.jpg,HTV7 HD 18:38:07
L22_V001/067.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHÚ GẤU BEAREE
18:34:01 HD"
L22_V001/295.jpg,HTV7 18:58:41 HD
L22_V001/176.jpg,HTV7 18:42:03 HD
L22_V001/279.jpg,70C-107.74
L22_V001/106.jpg,HTV7 HD 18:37:21
L22_V001/163.jpg,HTV7 18:41:21 HD
L22_V001/113.jpg,Tôi không thể đọc được nội dung chữ viết tay trên ảnh.
L22_V001/160.jpg,Lãnh đạo TP.HCM thị sát tiến độ loạt dự án trọng điểm
L22_V001/211.jpg,"NGÀY 18:46:34
HD
Ai Cập, Jordanie nhấn mạnh sự cấp thiết hạ nhiệt căng thẳng giữa Israel và Hamas"
L22_V001/006.jpg,TP.HCM: KHỞI CÔNG DỰ ÁN CẢI TẠO ĐỀN THỜ NGUYỄN HỮU CẢNH
L22_V001/066.jpg,"HTV7 HD
18:33:54
6/10
Cần sớm giải cứu cửa biển Lạch Vạn trước thực trạng bồi lắng
Xây dựng"
L22_V001/291.jpg,HTV7 18:58:16 HD
L22_V001/197.jpg,"HTV7 HD 18:45:32
Cần Thơ thiệt hại hơn 14,5 tỷ đồng do sạt lở bờ sông"
L22_V001/234.jpg,HTV7 HD 18:48:05
L22_V001/178.jpg,"HTV7 HD 18:42:08
BÌNH ĐỊNH: CHÁY CÔNG TY SẢN XUẤT VÁN GỖ"
L22_V001/271.jpg,HTV7 HD 18:57:13
L22_V001/251.jpg,HTV7 HD 18:49:15
L22_V001/130.jpg,HTV7 HD 18:38:59
L22_V001/278.jpg,HTV7 18:57:34 HD
L22_V001/156.jpg,HTV7 18:40:55 HD
L22_V001/011.jpg,HTV7 HD 18:30:25
L22_V001/120.jpg,Diana 1961 1997
L22_V001/002.jpg,HTV7 HD 18:30:00
L22_V001/290.jpg,HTV7 18:58:09 HD
L22_V001/036.jpg,"HTV7 HD 18:31:58
Nộp lệ phí xét tuyển đại học từ 31/7 đến 6/8
Vụ bất thường điểm thi vào lớp 10 Thái Bình: T"
L22_V001/069.jpg,HTV7 18:34:11 HD
L22_V001/190.jpg,50H-052.03
L22_V001/124.jpg,HTV7 HD 18:38:31
L22_V001/089.jpg,HTV7 HD 18:35:24
L22_V001/191.jpg,HTV7 18:45:02 HD
L22_V001/025.jpg,Hơn 300 doanh nghiệp tham gia Triển lãm quốc tế Logistics Việt Nam 2024
L22_V001/076.jpg,"Một gia đình ở Đắk Lắk bị tấn công bằng gạch đá, bị đe dọa giết cả nhà"
L22_V001/188.jpg,"KÍNH CHÀO QUÝ KHÁCH
HTV7 HD 18:44:53"
L22_V001/274.jpg,HTV7 HD 18:57:27 Olympic 2024: Tay vợt bóng bàn số 1 thế giới Wang Chuain bị loại
L22_V001/248.jpg,HTV7 HD 18:49:02
L22_V001/123.jpg,HTV7 HD 18:38:27
L22_V001/028.jpg,HTV7 HD 18:31:22
L22_V001/230.jpg,HTV7 HD 18:47:42
L22_V001/256.jpg,HTV7 HD 18:56:17
L22_V001/247.jpg,"Bình Thuận: Chửi bới, châm lửa đốt xe máy khi bị xử phạt vi phạm giao thông
Tổng thống Guinea Moussa Camera bị kết án vì tội ác chống lại loài người"
L22_V001/221.jpg,"HTV7 HD 18:47:12
Ông Trump công kích vấn đề chủng tộc của bà Harris"
L22_V001/167.jpg,HTV7 HD 18:41:36
L22_V001/012.jpg,HTV7 HD 18:30:28
L22_V001/227.jpg,HTV7 18:47:29 HD
L22_V001/085.jpg,HTV7 HD 18:35:15
L22_V001/112.jpg,Tôi không thể đọc được nội dung chữ viết tay trên ảnh.
L22_V001/193.jpg,"HTV7 HD 18:45:11
60 giây
Cả nước xảy ra 222 trận động đất nhỏ kể từ đầu năm 2024"
L22_V001/152.jpg,Trung Quốc đã bỏ lại hạn chế xuất khẩu một số thiết bị bay không người lái
L22_V001/192.jpg,HTV7 18:45:05 HD
L22_V001/056.jpg,HTV7 HD 18:33:12
L22_V001/101.jpg,HTV7 HD 18:37:03
L22_V001/051.jpg,NỔI BẬT
L22_V001/241.jpg,AN LỢI
L22_V001/047.jpg,"Dầu đồng loạt giảm lần thứ 4, mức giá cao nhất chỉ còn hơn 22.000 đồng/lít. Nhiều địa phương"
L22_V001/018.jpg,"Tiếp theo trên HTV
Phim hoạt hình: Chú Gấu Bearee"
L22_V001/177.jpg,HTV7 18:42:04 HD
L22_V001/186.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE"
L22_V001/117.jpg,HTV7 HD 18:38:05
L22_V001/027.jpg,HTV7 HD 18:31:15
L22_V001/254.jpg,HTV7 18:56:04 HD
L22_V001/276.jpg,Olympic 2024: Tay vạt bóng bàn số 1 thế giới Wang Chuqin bị loại sớm
L22_V001/137.jpg,Kenya tuyên bố bùng phát dịch đậu mùa khí sau khi phát hiện ca mắc mới
L22_V001/079.jpg,HTV7 HD 18:34:51
L22_V001/267.jpg,VĐV Ecuador giành HCV nội dung 20km đi bộ nam
L22_V001/068.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHÚ GẦU BEAREE
18:34:08 HD"
L22_V001/127.jpg,"HTV7 HD 18:38:48
TÁC PHẨM TUYỆT ĐẸP TỪ MÁY ĐÁNH CHỮ CỔ ĐIỂN
qua dự luật phê chuẩn Công ước Montreal 1999
Tổng thống đắc cử Indonesia thúc đẩy quan"
L22_V001/010.jpg,"TIN CHÍNH
HTV7 HD
18:30:23
NHIỆT ĐỘ TẠI BARCELONA VƯỢT MỨC KỶ LỤC, ĐẠT 40 ĐỘ C"
L22_V001/196.jpg,HTV7 HD 18:45:27
L22_V001/140.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE."
L22_V001/064.jpg,"HTV7 HD 18:33:46
Lễ hội Phở Việt Nam sẽ diễn ra tại Hàn Quốc từ ngày 5 - 6/10"
L22_V001/235.jpg,AN NINH TRẬT TỰ
L22_V001/001.jpg,HTV7 HD 18:29:57
L22_V001/075.jpg,HTV7 HD 18:34:34
L22_V001/042.jpg,HTV7 18:32:20 HD
L22_V001/179.jpg,HTV7 life 18x42:13
L22_V001/284.jpg,MẠNH LINH - NGỌC THỦY - THẢO TRANG - TRUNG NGHI!
L22_V001/087.jpg,HTV7 18:35:21 HD
L22_V001/285.jpg,HTV7 HD 18:57:47
L22_V001/015.jpg,HTV7 HD 18:30:41
L22_V001/105.jpg,HTV7 HD 18:37:17
L22_V001/086.jpg,HTV7 HD 18:35:16
L22_V001/072.jpg,"HTV7 HD
18:34:21
Ghe chở cá tông sập cầu ở huyện biên giới tỉnh Long An
Cháy nhà"
L22_V001/111.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE."
L22_V001/017.jpg,"LỄ KHỞI CÔNG
DỰ ÁN CẢI TẠO, SỬA CHỮA ĐỀN THỔ
LỄ THÀNH HẦU NGUYÊN HỮU CẢNH
Thành phố Hồ Chí Minh, ngày 01 tháng năm 2024"
L22_V001/145.jpg,HTV7 18:40:03 HD
L22_V001/135.jpg,"130 nhân viên ByteDance bị ngộ độc thực phẩm, gây chấn động Singapore"
L22_V001/246.jpg,HTV7 HD 18:48:51
L22_V001/214.jpg,HTV7 HD 18:46:44
L22_V001/225.jpg,"HTV7 HD 18:47:20
Nghị sĩ Mỹ đề xuất dùng 'sức mạnh quân sự' với Iran
Cục Dự trữ Liên bang"
L22_V001/252.jpg,HTV7 18:55:56 HD
L22_V001/166.jpg,"LILIAN LEPENANT
NGƯỜI DÂN Ở MONTPELLIER
Từ 1/8, người dân có thể đăng ký, bấm biển số xe ở nhà
Hơn 2.800 người tham gia"
L22_V001/292.jpg,HTV7 18:58:22 HD
L22_V001/088.jpg,HTV7 HD
L22_V001/159.jpg,Hơn 300 doanh nghiệp tham gia Triển lãm quốc tế Logistics Việt Nam 2024
L22_V001/007.jpg,HTV7 18:30:16 HD
L22_V001/057.jpg,HTV7 18:33:17 RD
L22_V001/005.jpg,QUỐC TỔ HÙNG VƯƠNG
L22_V001/121.jpg,HTV7 HD 18:38:17
L22_V001/173.jpg,PARIS 2024 54
L22_V001/063.jpg,HTV7 HD 18:33:43
L22_V001/171.jpg,PARIS 2024
L22_V001/258.jpg,"HTV7 HD 18:56:22
DV tranh tài là Lê Quốc Phong và Đỗ Thị Ánh Nguyệt ở môn bắn cung
Kinh ngư 19 tuổi Trung"
L22_V001/070.jpg,HTV7 18:34:15 HD
L22_V001/103.jpg,"Chính quyền Palestine
Bầu cử Mỹ: Ứng cử viên Donald Trump cam kết giải quyết xung đột U"
L22_V001/174.jpg,HTV7 HD 18:41:55
L22_V001/261.jpg,HTV HD 18:56:32
L22_V001/004.jpg,HTV7 HD 18:30:08
L22_V001/296.jpg,HTV7 18:58:47 HD
L22_V001/264.jpg,46 giây 40 của kinh ngư người Trung Quốc ở nội dung bơi 100 mét tự do
L22_V001/021.jpg,"HTV7 HD 18:31:00
Việt Nam nằm trong số các nền kinh tế Đông Nam Á tăng trưởng"
L22_V001/199.jpg,"HTV7 HD 18:45:38
Thiệt hại hơn 14,5 tỷ đồng do sạt lở bờ sông
Mưa gió, sạt lở, nước lũ tiếp tục hoành hành miền"
L22_V001/126.jpg,HTV7 HD 18:38:42
L22_V001/142.jpg,HTV7 18:39:47 HD
L22_V001/280.jpg,HTV7 HD 18:57:38
L22_V001/084.jpg,HTV7 18:35:13 HD
L22_V001/169.jpg,HTV7 1384145 HD
L22_V001/194.jpg,"HTV7 HD 18:45:14
Cả nước xảy ra 222 trận động đất nhỏ kể từ đầu năm 2024
Đắk Lắk: Yêu cầu phản hồi thông tin"
L22_V001/095.jpg,HTV7 HD 18:36:35
L22_V001/180.jpg,HTV7 18:42:13 HD
L22_V001/104.jpg,HTV7 HD 18:37:14
L22_V001/078.jpg,"HTV7 HD 18:34:46
Bình Phước: Mâu thuẫn trong lúc nhậu, người đàn ông bị đâm tử vong"
L22_V001/155.jpg,HTV7 HD 18:40:48
L22_V001/090.jpg,"Tiếp theo
HTV7 18:35:27 HD
Tác phẩm tuyệt đẹp từ máy đánh chữ cổ điển"
L22_V001/093.jpg,"INDONESIA: NỮ VŨ CÔNG 106 TUỔI
NỔI TIẾNG TRÊN MẠNG XÃ HỘI"
L22_V001/287.jpg,HTV7 18:57:54 HD
L22_V001/269.jpg,HTV7 18:57:01 HD
L22_V001/039.jpg,"HTV7 HD
18:32:15
Giảm giá 1.000 mặt hàng mùa tựu trường
Hơn 10"
L22_V001/216.jpg,HTV7 HD 18:46:53
L22_V001/158.jpg,"Linh vật Olympic Paris được bán chạy như tôm tươi
Hơn 300 doanh nghiệp tham gia Triển lãm quốc"
L22_V001/148.jpg,HTV7 HD 18:40:14
L22_V001/050.jpg,"HTV7 HD 18:32:45
Nhiều địa phương có chỉ số sản xuất công nghiệp tăng cao
Từ 1/8, mở cửa"
L22_V001/168.jpg,"HTV7 HD 18:41:42
Công trình xây dựng trái phép tại TP.HCM"
L22_V001/263.jpg,"HTV7 HD 18:56:40
Michael Phelps choáng trước kỷ lục 46 giây 40 của kinh ngư người Trung Quốc ở nội dung"
L22_V001/195.jpg,"LÀM ĐỒNG: CỨU HỘ NAM THANH NIÊN RƠI XUỐNG VỰC SÂU BÊN ĐÈO PRENN
Đắk Lắk: Yêu cầu phản hồi thông tin về nạn khai thác cát trái phép ở huyện Krông Bông"
L22_V001/071.jpg,HTV7 HD 18:34:17
L22_V001/255.jpg,HTV7 HD 18:56:11
L22_V001/114.jpg,"HTV7 HD 18:37:52
Board 2A4 từ Đức
Ukraine đã nhận lô tiêm kích F-16 đầu tiên do Phương Tây cung cấp"
L22_V001/281.jpg,"HTV7 18:57:41 HD
CHỊU TRÁCH NHIỆM NỘI DUNG: NGUY"
L22_V001/138.jpg,"Có dòng chữ ""Trung Quốc trải qua tháng 7 nóng nhất trong lịch sử"" ở phía dưới cùng của hình ảnh."
L22_V001/207.jpg,"HTV7 HD 18:46:19
Nhà Trắng lo ngại nguy cơ xung đột lan rộng tại Trung Đông
Iran tố Mỹ liên quan"
L22_V001/209.jpg,HTV7 HD 18:46:27
L22_V001/100.jpg,"HTV7 HD 18:36:58
EU giải ngân hơn 400 triệu USD tài trợ khẩn cấp cho Chợ"
L22_V001/228.jpg,HTV7 HD 18:47:32
L22_V001/223.jpg,HTV7 HD 18:47:16
L22_V001/236.jpg,"CHÁY TIỆM SỬA CHỮA, MUA BÁN MÁY TÍNH Ở QUẬN 6, TPHCM"
L22_V001/107.jpg,MARISMA 1234
L22_V001/065.jpg,"HTV7 HD 18:33:50
Việt Nam sẽ diễn ra tại Hàn Quốc từ ngày 5 - 6/10
Cần sớm giải cứu cửa biển Lạch Vạn trước"
L22_V001/154.jpg,HTV7 HD 18:40:47
L22_V001/206.jpg,HTV7 18:46:13 HD
L22_V001/164.jpg,"HTV7 18:41:26 HD
ND TP.HCM không tiếp nhận văn bản giấy của các đơn vị từ ngày 1/8"
L22_V001/146.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHÚ GẦU BEAREE
18:40:05 HD"
L22_V001/161.jpg,HTV7 18:41:15 HD
L22_V001/038.jpg,HTV7 HD 18:32:10
L22_V001/198.jpg,"HTV7 HD
18:45:33
Cần Thơ thiệt hại hơn 14,5 tỷ đồng do sạt lở bờ sông"
L22_V001/003.jpg,HTV7 18:30:05 HD
L22_V001/092.jpg,HTV7 18:35:31 HD
L22_V001/277.jpg,HTV7 18:57:32 HD
L22_V001/061.jpg,HTV7 18:33:37 HD
L22_V001/257.jpg,HTV7 18:56:21 HD
L22_V001/233.jpg,HTV7 HD 18:47:58
L22_V001/139.jpg,Trung Quốc trải qua tháng 7 nóng nhất trong lịch sử hiện đại
L22_V001/200.jpg,HTV7 HD 18:45:44
L22_V001/073.jpg,"HTV7 HD 18:34:24
Cá tông sập cầu ở huyện biên giới tỉnh Long An
Cháy nhà rông ở Gia Lai
Truy tố"
L22_V001/102.jpg,HTV7 HD 18:37:04
L22_V001/244.jpg,HTV7 18:48:38 HD
L22_V001/220.jpg,Tôi không thể đọc được nội dung chữ và số trên ảnh.
L22_V001/157.jpg,HTV7 18:40:58 HD
L22_V001/031.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE"
L22_V001/183.jpg,HTV7 18:44:36 HD
L22_V001/041.jpg,HTV7 HD 18:32:20
L22_V001/219.jpg,"HTV7 HD 18:47:05
Bầu cử Mỹ: Ứng cử viên Donald Trump cam kết giải quyết xung đột Ukraina"
L22_V001/240.jpg,HTV7 HD 18:48:29
L22_V001/288.jpg,HTV7 HD 18:58:00
L22_V001/081.jpg,"HTV7 HD 18:35:03
Đội CSGT Rạch Chiếc xử phạt tài xế xe buýt độ đèn led
Mỗi ngày trung bình có 2"
L22_V001/242.jpg,Tổng thống Venezuela đề nghị Tòa án Tối cao kiểm tra kết quả bầu cử
L22_V001/020.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHÚ GẤU BEAREE
HTV7 HD
Việt Nam nằm trong số các nền kinh tế Đông Nam Á"
L22_V001/229.jpg,"Bình định: Cháy tại Công ty sản xuất ván gỗ, nhiều tài sản bị thiêu rụi
Cộng hòa Séc ký thỏa thuận tiếp nhận 15 xe tăng Leopard"
L22_V001/222.jpg,HTV7 HD 18:47:14
L22_V001/037.jpg,HTV7 HD 18:32:05
L22_V001/022.jpg,"HTV7 HD 18:31:03
Nam nằm trong số các nền kinh tế Đông Nam Á tăng trưởng mạnh 10 năm tới"
L22_V001/238.jpg,Anh: Thủ phạm vụ tấn công bằng dao tại Southport bị buộc tội giết người
L22_V001/119.jpg,"Phong trào cực hữu gây bạo loạn ở Anh
Nga sẵn sàng hợp tác giải quyết khủng hoảng"
L22_V001/165.jpg,HTV7 HD 13:41:28
L22_V001/204.jpg,HTV7 HD 18:46:07
L22_V001/224.jpg,HTV7 18:47:19 HD
L22_V001/141.jpg,HTV7 HD 18:39:41
L22_V001/122.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHÚ GẤU BEAREE
18:38:23 HD"
L22_V001/293.jpg,HTV7 18:58:29 HD
L22_V001/210.jpg,HTV7 18:46:32 HD
L22_V001/181.jpg,HTV7 HD 18:44:28
L22_V001/032.jpg,"HTV7 HD 18:31:35
Từ 1/8, người dân có thể đăng ký, bấm biển số xe ở nhà
Hơn 2.800 người"
L22_V001/096.jpg,HTV7 HD 18:36:42
L22_V001/058.jpg,"HTV7 HD
18:33:24
Giải báo chí Vì sự nghiệp Giáo dục Việt Nam nhận bài dự thi đến hết 30/9"
L22_V001/259.jpg,"HTV7 18:56:25 HD
Đỗ Thị Ánh Nguyệt ở môn bắn cung
Kinh ngư 19 tuổi Trung Quốc Pan Zhanle phá kỷ lục thế"
L22_V001/046.jpg,HTV7 18:32:35 HD
L22_V001/074.jpg,"HTV7 18:34:27 HD
Giới tỉnh Long An
Cháy nhà rông ở Gia Lai
Truy tố 6 bị can trong vụ cháy karaoke"
L22_V001/294.jpg,HTV7 18:58:34 HD
L22_V001/262.jpg,"HTV7 HD 18:56:37
Michael Phelps choáng trước kỷ lục 46 giây 40 của kinh"
L22_V001/098.jpg,"NHIỆT ĐỘ TẠI BARCELONA VƯỢT MỨC KỶ LỤC, ĐẠT 40 ĐỘ C"
L22_V001/132.jpg,"HTV7 HD 18:39:05
Nam Phi: Tàu hỏa va chạm với xe buýt khiến 5 trẻ em thiệt mạng"
L22_V001/054.jpg,HTV7 HD 18:33:02
L22_V001/026.jpg,300 doanh nghiệp tham gia Triển lãm quốc tế Logistics Việt Nam 2024
L22_V001/052.jpg,"HTV7 HD 18:32:53
SƠN LA: THI THỂ NẠN ĐƯỢC TÌM THẤY SAU HƠN TUẦN BỊ LŨ CUỐN TRỔI
Từ 1/8, mở cửa di tích Hải Vân Quan đón du khách tham quan sau hơn 2 năm trùng tu"
L22_V001/184.jpg,"TP.HCM: XE TÀI CẦU TÔNG TỬ VONG NGƯỜI BÁN VÉ SỐ TẠI TRẠM XĂNG
Bình Phước: Mâu thuẫn trong lúc nhậu, người đàn ông bị đâm tử vong"
L22_V001/250.jpg,HTV7 HD 18:49:12
L22_V001/297.jpg,HTV7 18:58:53 HD
L22_V001/125.jpg,HTV7 18:38:38 HD
L22_V001/128.jpg,Tổng thống đắc cử Indonesia thúc đẩy quan hệ với Nga
L22_V001/172.jpg,HTV7 18:41:51 HD
L22_V001/019.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHỦ GẤU BEAREE
QUỐC TÔ HÙNG VƯƠNG
TP.HCM KHỞI CÔNG DỰ ÁN CẢI TẠO ĐỀN THỜ NGUYỄN HỮU CẢNH"
L22_V001/082.jpg,HTV7 HD 18:35:07
L22_V001/055.jpg,"HTV7 HD 18:33:06
Bảo tàng Biệt động Sài Gòn - Gia Định tiếp nhận nhiều kỉ vật của các"
L22_V001/217.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE"
L22_V001/077.jpg,"HTV7 HD 18:34:40
Một gia đình ở Đắk Lắk bị tấn công bằng gạch đá, bị đe dọa giết cả nhà
Bình Phước: Mâu thuẫn"
L22_V001/144.jpg,NỮ VŨ CÔNG INDONESIA 106 TUỔI NỔI TIẾNG TRÊN MẠNG XH NHỜ ĐIỆU MÙA TRUYỀN THỐNG
L22_V001/110.jpg,"HTV7 HD 18:37:34
Ukraine không muốn Trung Quốc làm trung gian hòa giải"
L22_V001/162.jpg,HTV7 18:41:20
L22_V001/030.jpg,UBND TP.HCM không tiếp nhận văn bản giấy của các đơn vị từ ngày 1/8
L22_V001/231.jpg,"HTV7 HD 18:47:47
5 xe tăng Leopard 2A4 từ Đức
Ukraine đã nhận lô tiêm kích F-16 đầu tiên do Phương Tây cung cấp"
L22_V001/083.jpg,"HTV7 HD
Mỗi ngày trung bình có 29 người chết vì tai nạn giao thông
Cả nước xảy ra 222 trường"
L22_V001/035.jpg,HTV7 HD 18:31:51
L22_V001/201.jpg,HTV7 HD 18:45:51
L22_V001/282.jpg,CHỊU TRÁCH NHIỆM NỘI DUNG: NGUYỄN MAI LAN
L22_V001/170.jpg,HTV7 18:41:46 HD
L22_V001/175.jpg,HTV7 18:41:57 HD
L22_V001/268.jpg,"CV nội dung 20km đi bộ nam
Vận động viên hai miền Triều Tiên cùng nhau chụp selfie ở Oly"
L22_V001/226.jpg,HTV7 HD 18:47:24
L22_V001/116.jpg,Nga thông qua luật đồng bộ hóa nghĩa vụ quân sự và nhập quốc tịch
L22_V001/023.jpg,Lễ Thành Hầu Nguyễn Hữu Cảnh
L22_V001/009.jpg,HTV7 HD 18:30:21
L22_V001/045.jpg,"HTV7 HD 18:32:33
xuất khẩu khí sang Trung Quốc
Giá xăng dầu đồng loạt giảm lần thứ 4, mức giá cao nhất"
L22_V001/059.jpg,"HTV7 HD 18:33:27
Vi sự nghiệp Giáo dục Việt Nam nhận bài dự thi đến hết 30/9
Khởi công dự án cải tạo"
L22_V001/097.jpg,HTV7 HD 18:36:47
L22_V001/043.jpg,HTV7 18:03-27 HD
L22_V001/266.jpg,HTV7 HD 18:56:48
L22_V001/245.jpg,"HTV7 HD 18:48:45
Dự luật phê chuẩn Công ước Montreal 1999
Tổng thống đắc cử Indonesia thúc đẩy quan hệ"
L22_V001/060.jpg,HTV7 HD 18:33:30
L22_V001/232.jpg,"HTV7 HD 18:47:52
Ukraine đã nhận lô tiêm kích F-16 đầu tiên do Phương Tây cung cấp
Nga thông qua luật đồng"
L22_V001/108.jpg,HTV7 HD 18:37:26
L22_V001/099.jpg,HTV7 18:36:56 HD
L22_V001/008.jpg,"TIN CHÍNH
HTV7 18:30:17 HD
DI TÍCH HẢI VÂN QUAN MỞ CỬA ĐÓN KHÁCH"
L22_V001/091.jpg,"Đọc nội dung chữ và số có trên ảnh, nếu không có nội dung gì thì ghi NONE"
L22_V001/203.jpg,HTV7 HD 18:46:04 HD
L22_V001/053.jpg,HTV7 HD 18:32:58
L22_V001/013.jpg,HTV7 18:30:51
L22_V001/298.jpg,HTV7 HD 18:58:57
L22_V001/129.jpg,HTV7 HD 18:38:57
L22_V001/205.jpg,HTV7 18:46:09 HD
L22_V001/133.jpg,"HTV7 18:39:08 HD
Nam Phi: Tàu hỏa va chạm với xe buýt khiến 5 trẻ em thiệt mạng
130 nhân viên Byte"
L22_V001/134.jpg,HTV7 18:39:11 HD
L22_V001/016.jpg,HTV7 18:30:44 HD
L22_V001/218.jpg,"ĐỒNG THÁP: CỰ CẢI, VỢ DÙNG DAO ĐÂM CHỐNG TỬ VONG
400 triệu USD tài trợ khẩn cấp cho Chính quyền Palestinee
Bầu cử Mỹ: Ứng cử viên Donald Trump"
L22_V001/249.jpg,"HTV7 HD 18:49:06
Nam Phi: Tàu hỏa va chạm với xe buýt khiến 5 trẻ em thiệt mạng
130 nhân viên ByteDance"
L22_V001/213.jpg,"HTV7 HD 18:46:41
Israel và Hamas
Lo ngại căng thẳng leo thang, các nước kêu gọi công dân rời khỏi Liban"
L22_V001/044.jpg,"CẢNH BÁO NGUY HIỂM
NƯỚC LŨ NGẬP SÂU
CẤM NGƯỜI VÀ CÁC LOẠI PHƯƠNG TIỆN QUA LẠI"
L22_V001/136.jpg,"130 nhân viên ByteDance bị ngộ độc thực phẩm, gây chấn động Singapore"
L22_V001/040.jpg,HTV7 HD 18:32:17
L22_V001/147.jpg,"Tiếp theo trên HTV7
Phim hoạt hình: CHÚ GẦU BEAREE
18:40:11"
L22_V002/208.jpg,HTV7 18:44:34 HD
L22_V002/029.jpg,"HTV7 HD
18:31:38
01 tỷ đồng do mưa lũ
Điện Biên nỗ lực đảm bảo giao thông mùa mưa lũ
Lâm Đô"
L22_V002/014.jpg,NGÀY HỘI VIỆC LÀM NGÀNH Y TẾ NĂM 2024 TẠI TP.HCM
L22_V002/275.jpg,HTV7 18:49:47
L22_V002/212.jpg,HTV7 18:46:16 HD
L22_V002/239.jpg,HTV7 18:47:53 HD
